CropType,LoanName,Location,LandType,LandSize,Income
Silk,Agricultural Term Loan,Ramanagara,Dryland,1.23,71223
Millets,PM Kisan Loan,Ballari,Dryland,2.32,15953
Coconut,Agri Infrastructure Loan,Udupi,Coastal loamy,2.09,58162
Pulses,NABARD Loan,Gadag,Dryland,3.99,19025
Groundnut,Crop Loan,Chikkaballapur,Dryland,3.8,25691
Groundnut,Crop Loan,Bengaluru Rural,Dryland,2.7,31079
Mango,Horticulture Loan,Ramanagara,Dryland,1.33,44140
Pulses,NABARD Loan,Gadag,Rainfed,3.05,20413
Banana,Horticulture Loan,Mysuru,Irrigated,1.86,44762
Coconut,Agri Infrastructure Loan,Dakshina Kannada,Coastal loamy,2.91,59451
Banana,Horticulture Loan,Mysuru,Wetland,2.94,54221
Maize,Crop Loan,Chikkaballapur,Dryland,4.84,31526
Beekeeping,Agri Clinic Loan,Kodagu,Dryland,1.25,50390
Organic Vegetables,Organic Farming Loan,Dharwad,Irrigated,2.01,47912
Fish Farming,Fisheries Loan,Dakshina Kannada,Wetland,2.37,67007
Cotton,Pest Management Loan,Gadag,Dryland,4.31,31885
Silk,Agricultural Term Loan,Kolar,Irrigated,1.93,69769
Rice,Irrigation Loan,Raichur,Wetland,1.47,30006
Coconut,Agri Infrastructure Loan,Udupi,Irrigated,3.16,44315
Rice,Kisan Credit Card,Mandya,Irrigated,2.3,36269
Floriculture,NABARD Loan,Doddaballapura,Irrigated,0.6,64998
Sugarcane,Agricultural Term Loan,Mandya,Black cotton soil land,4.08,52397
Sugarcane,Agricultural Term Loan,Mandya,Irrigated,3.2,59676
Sugarcane,Farm Mechanization Loan,Belagavi,Irrigated,3.0,47005
Wheat,PM Kisan Loan,Bagalkot,Dryland,4.21,29341
Rice,Kisan Credit Card,Raichur,Wetland,3.95,36683
Millets,PM Kisan Loan,Tumakuru,Dryland,5.99,15232
Pulses,NABARD Loan,Raichur,Dryland,1.35,23370
Sugarcane,Farm Mechanization Loan,Bagalkot,Black cotton soil land,3.9,59474
Pulses,Organic Farming Loan,Bidar,Dryland,3.46,20052
Groundnut,Organic Farming Loan,Bengaluru Rural,Dryland,3.26,20592
Wheat,Crop Loan,Bagalkot,Irrigated,3.03,26465
Cotton,Pest Management Loan,Haveri,Dryland,2.04,34170
Fish Farming,NABARD Infrastructure Loan,Uttara Kannada,Wetland,1.62,75899
Organic Vegetables,Organic Farming Loan,Mysuru,Dryland,2.94,46085
Cotton,Crop Loan,Gadag,Black cotton soil land,2.78,43942
Pulses,PM Kisan Loan,Raichur,Rainfed,2.66,23736
Coffee,Plantation Development Loan,Hassan,Wetland,1.23,78968
Groundnut,Crop Loan,Chikkaballapur,Black cotton soil land,4.98,23404
Fish Farming,Fisheries Loan,Uttara Kannada,Wetland,2.11,80846
Maize,Crop Loan,Chikkaballapur,Rainfed,2.39,25919
Tea,NABARD Refinance Scheme,Chikkamagaluru,Wetland,1.83,89024
Wheat,Crop Loan,Bagalkot,Dryland,2.16,33381
Tea,Plantation Development Loan,Chikkamagaluru,Wetland,2.08,85498
Cotton,Pest Management Loan,Gadag,Black cotton soil land,3.1,37476
Wheat,PM Kisan Loan,Vijayapura,Irrigated,4.54,31354
Organic Vegetables,Horticulture Loan,Mysuru,Irrigated,2.32,44044
Sugarcane,Agricultural Term Loan,Mysuru,Black cotton soil land,5.9,50804
Maize,Crop Loan,Gadag,Rainfed,4.15,26669
Groundnut,Crop Loan,Chikkaballapur,Black cotton soil land,3.39,20424
Coffee,NABARD Loan,Kodagu,Black cotton soil land,1.76,88947
Wheat,Crop Loan,Bagalkot,Irrigated,4.36,29785
Groundnut,Crop Loan,Chikkaballapur,Dryland,4.53,22037
Tea,NABARD Refinance Scheme,Chikkamagaluru,Wetland,2.24,88239
Groundnut,Crop Loan,Chikkaballapur,Black cotton soil land,3.48,30068
Tea,NABARD Refinance Scheme,Chikkamagaluru,Wetland,1.07,84549
Coconut,Plantation Loan,Dakshina Kannada,Irrigated,1.27,49361
Coconut,Agri Infrastructure Loan,Dakshina Kannada,Irrigated,3.21,46231
Fish Farming,NABARD Infrastructure Loan,Uttara Kannada,Wetland,1.42,77179
Silk,NABARD Loan,Ramanagara,Dryland,2.43,66011
Cotton,Pest Management Loan,Dharwad,Dryland,3.0,40964
Coconut,Agri Infrastructure Loan,Dakshina Kannada,Coastal loamy,1.84,53472
Banana,Horticulture Loan,Mysuru,Wetland,1.92,51195
Organic Vegetables,Organic Farming Loan,Tumakuru,Irrigated,2.73,41429
Groundnut,Crop Loan,Tumakuru,Black cotton soil land,4.43,20402
Silk,Agricultural Term Loan,Chikkaballapur,Dryland,2.68,51796
Pulses,Organic Farming Loan,Raichur,Dryland,3.33,24004
Coffee,NABARD Loan,Chikkamagaluru,Black cotton soil land,1.88,75334
Sugarcane,Farm Mechanization Loan,Mandya,Black cotton soil land,3.87,56895
Tea,NABARD Refinance Scheme,Chikkamagaluru,Wetland,2.18,91056
Millets,Organic Farming Loan,Koppal,Rainfed,2.58,15474
Rice,Crop Loan,Shivamogga,Wetland,3.69,31244
Coconut,Plantation Loan,Tumakuru,Irrigated,1.82,53878
Coconut,Agri Infrastructure Loan,Udupi,Irrigated,3.91,46352
Organic Vegetables,Horticulture Loan,Dharwad,Dryland,1.62,49186
Cotton,Crop Loan,Ballari,Dryland,3.84,41602
Mango,Horticulture Loan,Ramanagara,Black cotton soil land,3.82,50390
Silk,NABARD Loan,Kolar,Irrigated,1.69,60967
Fish Farming,Fisheries Loan,Dakshina Kannada,Wetland,2.33,90075
Coconut,Agri Infrastructure Loan,Udupi,Irrigated,3.44,47731
Tea,NABARD Refinance Scheme,Chikkamagaluru,Hill slope,2.27,74545
Organic Vegetables,Organic Farming Loan,Mysuru,Dryland,1.32,39116
Tea,NABARD Refinance Scheme,Chikkamagaluru,Hill slope,2.2,80763
Banana,Irrigation Loan,Hassan,Irrigated,2.11,42338
Coffee,NABARD Loan,Kodagu,Black cotton soil land,1.62,65033
Coffee,Plantation Development Loan,Kodagu,Black cotton soil land,1.38,72676
Sugarcane,Agricultural Term Loan,Mysuru,Black cotton soil land,4.34,48359
Groundnut,Organic Farming Loan,Bengaluru Rural,Dryland,2.27,27091
Sugarcane,Agricultural Term Loan,Bagalkot,Irrigated,2.15,47474
Floriculture,NABARD Loan,Bengaluru Urban,Polyhouse,0.79,65771
Fish Farming,NABARD Infrastructure Loan,Dakshina Kannada,Wetland,2.17,83482
Silk,Sericulture Loan,Chikkaballapur,Irrigated,2.44,51038
Silk,NABARD Loan,Chikkaballapur,Dryland,2.39,65335
Pulses,PM Kisan Loan,Bidar,Rainfed,1.87,22316
Coffee,NABARD Loan,Hassan,Wetland,0.58,89574
Pulses,Organic Farming Loan,Bidar,Rainfed,1.56,19708
Beekeeping,Agri Clinic Loan,Chamarajanagar,Forest edge,0.94,50533
Maize,Crop Loan,Gadag,Dryland,3.63,26197
Rice,Irrigation Loan,Mysuru,Wetland,2.12,31097
Sugarcane,Agricultural Term Loan,Belagavi,Irrigated,4.27,51649
Floriculture,Floriculture Loan,Tumakuru,Polyhouse,0.94,59860
Coffee,Plantation Development Loan,Hassan,Black cotton soil land,1.44,81521
Cotton,Pest Management Loan,Dharwad,Dryland,3.26,41998
Beekeeping,Apiculture Loan,Chamarajanagar,Forest edge,1.27,69816
Mango,Horticulture Loan,Kolar,Dryland,1.56,46581
Silk,NABARD Loan,Chikkaballapur,Dryland,2.87,73739
Tea,NABARD Refinance Scheme,Chikkamagaluru,Wetland,1.95,86354
Mango,Horticulture Loan,Ramanagara,Black cotton soil land,2.77,49183
Wheat,Crop Loan,Bagalkot,Dryland,3.7,33921
Cotton,Kisan Credit Card,Gadag,Black cotton soil land,4.61,34449
Floriculture,Floriculture Loan,Doddaballapura,Irrigated,1.78,78067
Silk,Agricultural Term Loan,Ramanagara,Irrigated,1.2,70487
Fish Farming,Fisheries Loan,Dakshina Kannada,Wetland,1.39,96574
Tea,Plantation Development Loan,Chikkamagaluru,Hill slope,2.05,86881
Silk,Sericulture Loan,Ramanagara,Irrigated,2.11,58607
Pulses,NABARD Loan,Dharwad,Rainfed,2.1,22318
Pulses,Organic Farming Loan,Gadag,Rainfed,1.16,20226
Rice,Crop Loan,Raichur,Wetland,1.12,33686
Coconut,Plantation Loan,Tumakuru,Coastal loamy,2.62,51826
Maize,Crop Loan,Davanagere,Rainfed,3.82,33930
Organic Vegetables,Organic Farming Loan,Tumakuru,Dryland,2.02,40129
Groundnut,Organic Farming Loan,Chikkaballapur,Dryland,3.61,27704
Fish Farming,NABARD Infrastructure Loan,Dakshina Kannada,Wetland,1.7,89977
Floriculture,Floriculture Loan,Tumakuru,Irrigated,1.08,67011
Beekeeping,Agri Clinic Loan,Shivamogga,Forest edge,1.47,50471
Cotton,Kisan Credit Card,Dharwad,Black cotton soil land,2.78,37162
Banana,Irrigation Loan,Mysuru,Irrigated,3.1,42473
Cotton,Crop Loan,Gadag,Black cotton soil land,3.3,37969
Beekeeping,Apiculture Loan,Kodagu,Forest edge,1.5,51370
Millets,Organic Farming Loan,Chitradurga,Dryland,3.02,17077
Coconut,Agri Infrastructure Loan,Udupi,Irrigated,2.59,57552
Banana,Horticulture Loan,Mysuru,Irrigated,2.65,52676
Tea,NABARD Refinance Scheme,Chikkamagaluru,Wetland,2.04,88669
Beekeeping,Apiculture Loan,Kodagu,Dryland,0.82,68719
Groundnut,Organic Farming Loan,Chikkaballapur,Black cotton soil land,4.54,25388
Silk,Sericulture Loan,Ramanagara,Dryland,2.63,70490
Sugarcane,Agricultural Term Loan,Mandya,Irrigated,3.77,55844
Silk,Agricultural Term Loan,Ramanagara,Dryland,2.11,70653
Floriculture,Floriculture Loan,Doddaballapura,Irrigated,1.42,63483
Millets,PM Kisan Loan,Ballari,Dryland,2.73,16994
Coffee,Plantation Development Loan,Kodagu,Wetland,1.17,71060
Rice,Crop Loan,Raichur,Wetland,1.36,30953
Tea,Plantation Development Loan,Chikkamagaluru,Wetland,2.1,70793
Beekeeping,Apiculture Loan,Chamarajanagar,Dryland,1.83,69365
Sugarcane,Agricultural Term Loan,Belagavi,Black cotton soil land,2.62,48531
Beekeeping,Apiculture Loan,Chamarajanagar,Dryland,1.34,68193
Cotton,Crop Loan,Ballari,Dryland,2.99,33620
Beekeeping,Apiculture Loan,Chamarajanagar,Dryland,1.8,67603
Coconut,Agri Infrastructure Loan,Tumakuru,Coastal loamy,3.27,42130
Coffee,Horticulture Loan,Kodagu,Wetland,0.69,66919
Rice,Irrigation Loan,Mandya,Irrigated,3.07,36221
Organic Vegetables,Horticulture Loan,Mysuru,Irrigated,2.36,39232
Pulses,Organic Farming Loan,Gadag,Dryland,3.78,22683
Millets,Organic Farming Loan,Tumakuru,Dryland,5.25,15506
Fish Farming,Fisheries Loan,Dakshina Kannada,Wetland,1.77,74471
Coffee,Horticulture Loan,Kodagu,Black cotton soil land,1.45,75170
Cotton,Pest Management Loan,Dharwad,Black cotton soil land,2.82,33764
Coffee,Horticulture Loan,Chikkamagaluru,Wetland,1.31,61868
Tea,NABARD Refinance Scheme,Chikkamagaluru,Hill slope,1.94,81015
Mango,Organic Farming Loan,Kolar,Black cotton soil land,3.49,39144
Beekeeping,Apiculture Loan,Shivamogga,Forest edge,1.39,57578
Mango,Horticulture Loan,Kolar,Dryland,2.3,36566
Fish Farming,NABARD Infrastructure Loan,Dakshina Kannada,Wetland,1.34,72852
Organic Vegetables,Horticulture Loan,Mysuru,Irrigated,2.33,38215
Beekeeping,Agri Clinic Loan,Kodagu,Dryland,1.94,57125
Millets,PM Kisan Loan,Chitradurga,Rainfed,3.21,21493
Coconut,Agri Infrastructure Loan,Dakshina Kannada,Coastal loamy,1.07,41671
Coconut,Agri Infrastructure Loan,Tumakuru,Irrigated,1.4,58802
Tea,NABARD Refinance Scheme,Chikkamagaluru,Wetland,1.05,95915
Groundnut,Organic Farming Loan,Bengaluru Rural,Black cotton soil land,4.94,20599
Mango,Organic Farming Loan,Chikkaballapur,Dryland,3.07,58777
Fish Farming,Fisheries Loan,Uttara Kannada,Wetland,1.29,72940
Organic Vegetables,Horticulture Loan,Dharwad,Dryland,1.32,47996
Wheat,Crop Loan,Kalaburagi,Irrigated,4.68,29614
Millets,PM Kisan Loan,Tumakuru,Rainfed,4.17,16806
Coffee,Horticulture Loan,Kodagu,Black cotton soil land,1.67,60291
Fish Farming,Fisheries Loan,Uttara Kannada,Wetland,1.81,71034
Silk,NABARD Loan,Kolar,Dryland,1.04,74535
Sugarcane,Agricultural Term Loan,Mandya,Black cotton soil land,5.93,47389
Floriculture,NABARD Loan,Tumakuru,Polyhouse,1.62,77529
Millets,Organic Farming Loan,Ballari,Dryland,5.27,17402
Silk,Sericulture Loan,Chikkaballapur,Dryland,2.33,57211
Tea,NABARD Refinance Scheme,Chikkamagaluru,Hill slope,1.42,73580
Groundnut,Crop Loan,Chikkaballapur,Dryland,4.78,24648
Groundnut,Organic Farming Loan,Tumakuru,Black cotton soil land,4.9,34442
Wheat,Crop Loan,Kalaburagi,Irrigated,2.71,28394
Coffee,Horticulture Loan,Chikkamagaluru,Black cotton soil land,0.76,74202
Wheat,Crop Loan,Kalaburagi,Irrigated,4.71,26850
Sugarcane,Irrigation Loan,Mysuru,Irrigated,5.45,58608
Pulses,NABARD Loan,Dharwad,Rainfed,2.46,19162
Groundnut,Crop Loan,Bengaluru Rural,Dryland,2.85,29753
Coconut,Plantation Loan,Tumakuru,Coastal loamy,2.22,49177
Banana,Horticulture Loan,Mysuru,Wetland,2.35,44915
Tea,Plantation Development Loan,Chikkamagaluru,Wetland,1.49,87713
Wheat,Crop Loan,Vijayapura,Dryland,2.4,27161
Rice,Irrigation Loan,Shivamogga,Irrigated,1.68,39414
Pulses,NABARD Loan,Dharwad,Rainfed,2.74,23936
Cotton,Pest Management Loan,Dharwad,Black cotton soil land,2.61,42911
Sugarcane,Irrigation Loan,Mandya,Irrigated,5.34,54626
Banana,Irrigation Loan,Mysuru,Wetland,3.48,41590
Pulses,PM Kisan Loan,Gadag,Dryland,3.93,20986
Floriculture,Floriculture Loan,Tumakuru,Polyhouse,1.38,71008
Sugarcane,Agricultural Term Loan,Bagalkot,Black cotton soil land,4.62,46771
Organic Vegetables,Horticulture Loan,Tumakuru,Dryland,1.55,35550
Fish Farming,Fisheries Loan,Dakshina Kannada,Wetland,1.72,96091
Millets,Organic Farming Loan,Koppal,Rainfed,2.06,21710
Pulses,Organic Farming Loan,Dharwad,Dryland,2.2,21991
Mango,Organic Farming Loan,Chikkaballapur,Black cotton soil land,3.01,47555
Fish Farming,Fisheries Loan,Udupi,Wetland,0.51,84649
Beekeeping,Apiculture Loan,Kodagu,Forest edge,0.87,55319
Rice,Crop Loan,Shivamogga,Irrigated,3.53,33595
Coconut,Plantation Loan,Dakshina Kannada,Irrigated,3.97,41437
Millets,Organic Farming Loan,Tumakuru,Dryland,2.9,19345
Maize,Crop Loan,Chikkaballapur,Rainfed,2.46,26408
Organic Vegetables,Horticulture Loan,Dharwad,Irrigated,2.3,49026
Mango,Horticulture Loan,Kolar,Black cotton soil land,3.76,53227
Groundnut,Organic Farming Loan,Chikkaballapur,Black cotton soil land,3.33,21896
Coconut,Plantation Loan,Udupi,Coastal loamy,2.34,40313
Banana,Irrigation Loan,Mysuru,Wetland,3.05,49781
Organic Vegetables,Horticulture Loan,Dharwad,Irrigated,1.11,48657
Tea,Plantation Development Loan,Chikkamagaluru,Wetland,1.99,89798
Mango,Organic Farming Loan,Kolar,Black cotton soil land,3.8,48612
Beekeeping,Apiculture Loan,Shivamogga,Dryland,1.65,63634
Organic Vegetables,Horticulture Loan,Tumakuru,Dryland,1.9,49526
Pulses,PM Kisan Loan,Dharwad,Dryland,3.2,22323
Coffee,NABARD Loan,Chikkamagaluru,Black cotton soil land,1.18,64336
Silk,Agricultural Term Loan,Chikkaballapur,Dryland,2.42,71141
Mango,Horticulture Loan,Ramanagara,Dryland,3.7,47639
Sugarcane,Agricultural Term Loan,Mysuru,Irrigated,5.04,45837
Coconut,Agri Infrastructure Loan,Udupi,Irrigated,1.7,44850
Coconut,Agri Infrastructure Loan,Tumakuru,Coastal loamy,2.71,45206
Organic Vegetables,Horticulture Loan,Mysuru,Dryland,2.38,45006
Silk,NABARD Loan,Ramanagara,Irrigated,1.16,61526
Floriculture,NABARD Loan,Doddaballapura,Irrigated,1.79,72688
Rice,Kisan Credit Card,Shivamogga,Irrigated,2.29,35920
Coffee,Horticulture Loan,Hassan,Black cotton soil land,0.74,65133
Pulses,Organic Farming Loan,Bidar,Rainfed,1.74,22907
Rice,Crop Loan,Mandya,Irrigated,1.8,37615
Beekeeping,Apiculture Loan,Kodagu,Dryland,1.48,56942
Organic Vegetables,Horticulture Loan,Mysuru,Dryland,1.75,35226
Banana,Horticulture Loan,Mysuru,Irrigated,1.52,53148
Rice,Kisan Credit Card,Mandya,Wetland,3.45,34724
Silk,NABARD Loan,Ramanagara,Irrigated,2.65,69561
Fish Farming,NABARD Infrastructure Loan,Udupi,Wetland,2.35,62217
Wheat,PM Kisan Loan,Vijayapura,Dryland,1.8,26110
Floriculture,Floriculture Loan,Doddaballapura,Polyhouse,1.08,62197
Tea,Plantation Development Loan,Chikkamagaluru,Hill slope,1.89,98474
Coffee,Plantation Development Loan,Kodagu,Black cotton soil land,0.99,86495
Fish Farming,Fisheries Loan,Dakshina Kannada,Wetland,1.92,84663
Floriculture,Floriculture Loan,Doddaballapura,Polyhouse,1.81,53551
Floriculture,NABARD Loan,Bengaluru Urban,Irrigated,0.81,59027
Sugarcane,Farm Mechanization Loan,Mandya,Irrigated,4.49,47687
Banana,Irrigation Loan,Hassan,Irrigated,1.76,40235
Groundnut,Organic Farming Loan,Bengaluru Rural,Dryland,2.99,27664
Millets,Soil Health Card Loan,Koppal,Dryland,5.67,16710
Maize,Crop Loan,Chikkaballapur,Rainfed,2.92,22089
Silk,Agricultural Term Loan,Ramanagara,Dryland,1.65,54986
Wheat,PM Kisan Loan,Bagalkot,Dryland,4.96,30900
Mango,Horticulture Loan,Chikkaballapur,Black cotton soil land,3.32,49074
Maize,Farm Mechanization Loan,Gadag,Dryland,3.23,20422
Cotton,Pest Management Loan,Gadag,Dryland,4.94,36877
Pulses,Organic Farming Loan,Raichur,Dryland,3.99,22891
Fish Farming,Fisheries Loan,Dakshina Kannada,Wetland,2.23,65339
Coconut,Agri Infrastructure Loan,Dakshina Kannada,Coastal loamy,3.98,48572
Coconut,Plantation Loan,Udupi,Irrigated,2.14,53795
Silk,Agricultural Term Loan,Kolar,Irrigated,2.78,73669
Cotton,Kisan Credit Card,Ballari,Black cotton soil land,2.04,41234
Organic Vegetables,Horticulture Loan,Mysuru,Dryland,2.22,48751
Wheat,Crop Loan,Vijayapura,Dryland,4.84,31115
Coconut,Plantation Loan,Tumakuru,Coastal loamy,3.92,57398
Millets,Soil Health Card Loan,Chitradurga,Dryland,2.88,19363
Millets,PM Kisan Loan,Tumakuru,Dryland,2.03,20199
Floriculture,Floriculture Loan,Doddaballapura,Polyhouse,1.91,56547
Coffee,Plantation Development Loan,Hassan,Black cotton soil land,1.65,89603
Maize,Farm Mechanization Loan,Gadag,Dryland,4.52,22716
Coconut,Agri Infrastructure Loan,Udupi,Irrigated,1.44,45599
Organic Vegetables,Horticulture Loan,Mysuru,Irrigated,2.18,41983
Fish Farming,NABARD Infrastructure Loan,Uttara Kannada,Wetland,0.62,91011
Sugarcane,Irrigation Loan,Mysuru,Black cotton soil land,4.8,45120
Maize,Farm Mechanization Loan,Davanagere,Rainfed,4.52,34961
Beekeeping,Agri Clinic Loan,Shivamogga,Dryland,1.17,68609
Millets,PM Kisan Loan,Tumakuru,Rainfed,4.15,21731
Organic Vegetables,Horticulture Loan,Dharwad,Dryland,1.17,49293
Banana,Irrigation Loan,Hassan,Irrigated,2.8,51226
Tea,NABARD Refinance Scheme,Chikkamagaluru,Wetland,1.23,96198
Millets,Organic Farming Loan,Ballari,Rainfed,3.24,16148
Sugarcane,Agricultural Term Loan,Mandya,Black cotton soil land,4.29,52950
Floriculture,Floriculture Loan,Doddaballapura,Polyhouse,1.25,50621
Fish Farming,NABARD Infrastructure Loan,Uttara Kannada,Wetland,1.08,93382
Fish Farming,Fisheries Loan,Uttara Kannada,Wetland,1.95,77316
Floriculture,NABARD Loan,Bengaluru Urban,Polyhouse,1.56,73030
Sugarcane,Irrigation Loan,Bagalkot,Black cotton soil land,5.04,55509
Maize,Farm Mechanization Loan,Davanagere,Dryland,3.25,31758
Cotton,Kisan Credit Card,Gadag,Dryland,3.03,36327
Sugarcane,Agricultural Term Loan,Bagalkot,Irrigated,5.22,45489
Beekeeping,Agri Clinic Loan,Kodagu,Forest edge,0.94,57002
Beekeeping,Agri Clinic Loan,Kodagu,Forest edge,1.9,56353
Tea,NABARD Refinance Scheme,Chikkamagaluru,Hill slope,1.33,91821
Floriculture,NABARD Loan,Bengaluru Urban,Irrigated,0.54,78440
Coconut,Plantation Loan,Dakshina Kannada,Coastal loamy,1.4,50115
Cotton,Pest Management Loan,Gadag,Dryland,3.77,32830
Pulses,Organic Farming Loan,Dharwad,Rainfed,3.57,20189
Wheat,PM Kisan Loan,Bagalkot,Dryland,2.04,30489
Sugarcane,Farm Mechanization Loan,Bagalkot,Black cotton soil land,5.61,48115
Millets,Soil Health Card Loan,Chitradurga,Dryland,3.43,19127
Coconut,Agri Infrastructure Loan,Dakshina Kannada,Coastal loamy,1.31,49733
Banana,Horticulture Loan,Mysuru,Wetland,3.44,43313
Maize,Crop Loan,Gadag,Rainfed,4.89,20278
Silk,Sericulture Loan,Chikkaballapur,Irrigated,1.9,51974
Coconut,Agri Infrastructure Loan,Udupi,Coastal loamy,1.45,43850
Sugarcane,Agricultural Term Loan,Bagalkot,Irrigated,2.91,46046
Rice,Crop Loan,Raichur,Irrigated,3.35,32650
Rice,Crop Loan,Raichur,Irrigated,3.86,34831
Beekeeping,Apiculture Loan,Kodagu,Forest edge,1.53,62258
Pulses,PM Kisan Loan,Raichur,Rainfed,2.33,22560
Wheat,PM Kisan Loan,Kalaburagi,Dryland,2.94,31487
Organic Vegetables,Organic Farming Loan,Dharwad,Irrigated,2.25,43596
Maize,Crop Loan,Davanagere,Rainfed,4.82,33660
Groundnut,Organic Farming Loan,Chikkaballapur,Dryland,3.64,26450
Coffee,NABARD Loan,Kodagu,Black cotton soil land,1.45,88689
Organic Vegetables,Organic Farming Loan,Mysuru,Irrigated,1.18,37869
Pulses,PM Kisan Loan,Dharwad,Rainfed,2.08,23493
Tea,NABARD Refinance Scheme,Chikkamagaluru,Hill slope,2.09,75169
Banana,Irrigation Loan,Mysuru,Irrigated,2.44,43580
Pulses,NABARD Loan,Bidar,Dryland,3.4,24926
Pulses,Organic Farming Loan,Bidar,Rainfed,2.29,20813
Sugarcane,Agricultural Term Loan,Mandya,Black cotton soil land,5.72,47560
Groundnut,Organic Farming Loan,Bengaluru Rural,Black cotton soil land,4.81,20187
Cotton,Pest Management Loan,Haveri,Dryland,2.81,39558
Floriculture,Floriculture Loan,Doddaballapura,Irrigated,0.92,56100
Wheat,PM Kisan Loan,Vijayapura,Irrigated,4.03,32338
Millets,PM Kisan Loan,Chitradurga,Dryland,4.0,21020
Banana,Horticulture Loan,Hassan,Wetland,3.22,51042
Tea,Plantation Development Loan,Chikkamagaluru,Hill slope,1.07,80009
Coconut,Plantation Loan,Udupi,Irrigated,2.68,54901
Fish Farming,NABARD Infrastructure Loan,Dakshina Kannada,Wetland,0.56,89807
Tea,NABARD Refinance Scheme,Chikkamagaluru,Hill slope,1.57,77632
Maize,Farm Mechanization Loan,Davanagere,Dryland,3.87,26675
Mango,Horticulture Loan,Ramanagara,Dryland,3.41,47086
Sugarcane,Agricultural Term Loan,Belagavi,Irrigated,4.6,49760
Silk,Agricultural Term Loan,Ramanagara,Irrigated,1.29,61292
Floriculture,NABARD Loan,Bengaluru Urban,Irrigated,0.56,50633
Pulses,PM Kisan Loan,Dharwad,Rainfed,3.42,20303
Fish Farming,NABARD Infrastructure Loan,Dakshina Kannada,Wetland,2.0,67446
Beekeeping,Apiculture Loan,Chamarajanagar,Dryland,1.42,68444
Organic Vegetables,Organic Farming Loan,Dharwad,Irrigated,1.02,47294
Cotton,Pest Management Loan,Ballari,Black cotton soil land,2.13,31809
Organic Vegetables,Horticulture Loan,Mysuru,Irrigated,2.85,43010
Groundnut,Organic Farming Loan,Chikkaballapur,Black cotton soil land,2.09,31789
Sugarcane,Farm Mechanization Loan,Belagavi,Irrigated,2.2,50873
Banana,Horticulture Loan,Hassan,Irrigated,2.09,44433
Groundnut,Organic Farming Loan,Chikkaballapur,Black cotton soil land,3.38,29310
Groundnut,Organic Farming Loan,Bengaluru Rural,Dryland,4.57,26953
Banana,Horticulture Loan,Mandya,Irrigated,2.73,44950
Silk,NABARD Loan,Chikkaballapur,Irrigated,2.1,66828
Organic Vegetables,Horticulture Loan,Dharwad,Dryland,1.39,35107
Wheat,Crop Loan,Bagalkot,Dryland,3.22,34186
Sugarcane,Farm Mechanization Loan,Belagavi,Irrigated,2.15,47207
Rice,Crop Loan,Mandya,Wetland,2.76,39350
Mango,Organic Farming Loan,Kolar,Dryland,3.41,44513
Groundnut,Organic Farming Loan,Chikkaballapur,Dryland,3.96,29269
Cotton,Pest Management Loan,Ballari,Dryland,3.91,37767
Maize,Farm Mechanization Loan,Chikkaballapur,Rainfed,4.73,32150
Groundnut,Organic Farming Loan,Tumakuru,Dryland,4.33,21591
Maize,Crop Loan,Gadag,Dryland,4.47,25005
