CropType,Location,LandType,LandSize,Income,LoanName
Sugarcane,Belagavi,Irrigated,3.67,56126,Irrigation Loan
Sugarcane,Belagavi,Irrigated,3.05,47567,Irrigation Loan
Sugarcane,Belagavi,Irrigated,5.93,53958,Agricultural Term Loan
Sugarcane,Belagavi,Irrigated,5.69,47217,Agricultural Term Loan
Sugarcane,Belagavi,Black cotton soil land,2.83,53101,Agricultural Term Loan
Sugarcane,Belagavi,Black cotton soil land,3.36,50794,Agricultural Term Loan
Sugarcane,Belagavi,Black cotton soil land,2.63,45513,Farm Mechanization Loan
Sugarcane,Belagavi,Irrigated,3.74,52750,Agricultural Term Loan
Sugarcane,Belagavi,Irrigated,3.0,54707,Agricultural Term Loan
Sugarcane,Belagavi,Black cotton soil land,2.75,56032,Agricultural Term Loan
Sugarcane,Belagavi,Black cotton soil land,2.75,56032,Agricultural Term Loan
Sugarcane,Belagavi,Irrigated,4.81,59375,Irrigation Loan
Sugarcane,Belagavi,Irrigated,5.99,57668,Irrigation Loan
Sugarcane,Belagavi,Black cotton soil land,5.05,57095,Irrigation Loan
Sugarcane,Belagavi,Irrigated,2.41,57720,Irrigation Loan
Sugarcane,Belagavi,Black cotton soil land,5.95,52967,Irrigation Loan
Sugarcane,Belagavi,Irrigated,2.15,47207,Farm Mechanization Loan
Sugarcane,Belagavi,Black cotton soil land,2.16,51411,Farm Mechanization Loan
Sugarcane,Belagavi,Irrigated,3.1,48684,Farm Mechanization Loan
Sugarcane,Belagavi,Black cotton soil land,4.3,54230,Irrigation Loan
Sugarcane,Belagavi,Irrigated,2.68,51001,Agricultural Term Loan
Sugarcane,Belagavi,Black cotton soil land,3.36,50794,Agricultural Term Loan
Sugarcane,Belagavi,Irrigated,4.6,49760,Agricultural Term Loan
Sugarcane,Belagavi,Irrigated,2.2,50873,Farm Mechanization Loan
Sugarcane,Belagavi,Irrigated,5.14,52759,Farm Mechanization Loan
Sugarcane,Belagavi,Black cotton soil land,2.88,50610,Agricultural Term Loan
Sugarcane,Belagavi,Irrigated,4.46,51594,Farm Mechanization Loan
Sugarcane,Belagavi,Irrigated,3.33,56455,Farm Mechanization Loan
Sugarcane,Belagavi,Black cotton soil land,2.63,45513,Farm Mechanization Loan
Sugarcane,Belagavi,Irrigated,2.58,52035,Farm Mechanization Loan
Sugarcane,Belagavi,Black cotton soil land,2.62,48531,Agricultural Term Loan
Sugarcane,Belagavi,Black cotton soil land,4.6,57342,Farm Mechanization Loan
Sugarcane,Belagavi,Black cotton soil land,4.32,59391,Irrigation Loan
Sugarcane,Belagavi,Black cotton soil land,4.41,59335,Agricultural Term Loan
Sugarcane,Belagavi,Black cotton soil land,2.63,45513,Farm Mechanization Loan
Sugarcane,Belagavi,Irrigated,5.93,53958,Agricultural Term Loan
Sugarcane,Belagavi,Black cotton soil land,2.88,50610,Agricultural Term Loan
Sugarcane,Belagavi,Irrigated,5.19,58058,Irrigation Loan
Sugarcane,Belagavi,Irrigated,5.48,48692,Agricultural Term Loan
Sugarcane,Belagavi,Irrigated,3.0,47005,Farm Mechanization Loan
Sugarcane,Belagavi,Irrigated,2.39,48372,Irrigation Loan
Sugarcane,Belagavi,Black cotton soil land,4.89,53120,Agricultural Term Loan
Sugarcane,Belagavi,Black cotton soil land,4.39,56581,Farm Mechanization Loan
Sugarcane,Belagavi,Irrigated,2.25,58454,Farm Mechanization Loan
Sugarcane,Belagavi,Irrigated,2.18,58471,Irrigation Loan
Sugarcane,Belagavi,Black cotton soil land,5.37,58761,Farm Mechanization Loan
Sugarcane,Belagavi,Black cotton soil land,3.9,53068,Agricultural Term Loan
Sugarcane,Belagavi,Black cotton soil land,5.4,59154,Farm Mechanization Loan
Sugarcane,Belagavi,Irrigated,3.0,54707,Agricultural Term Loan
Sugarcane,Belagavi,Black cotton soil land,3.72,46209,Farm Mechanization Loan
Sugarcane,Belagavi,Black cotton soil land,5.79,45785,Agricultural Term Loan
Sugarcane,Belagavi,Black cotton soil land,3.11,58813,Agricultural Term Loan
Sugarcane,Belagavi,Black cotton soil land,2.08,45503,Irrigation Loan
Sugarcane,Belagavi,Black cotton soil land,2.75,56032,Agricultural Term Loan
Sugarcane,Belagavi,Black cotton soil land,4.48,56938,Farm Mechanization Loan
Sugarcane,Belagavi,Irrigated,3.25,55034,Farm Mechanization Loan
Sugarcane,Belagavi,Black cotton soil land,3.77,55469,Irrigation Loan
Sugarcane,Belagavi,Irrigated,2.13,48656,Agricultural Term Loan
Sugarcane,Belagavi,Black cotton soil land,5.1,51457,Agricultural Term Loan
Sugarcane,Belagavi,Black cotton soil land,4.7,57557,Agricultural Term Loan
Sugarcane,Belagavi,Irrigated,3.62,51123,Irrigation Loan
Sugarcane,Belagavi,Irrigated,5.54,47850,Farm Mechanization Loan
Sugarcane,Belagavi,Black cotton soil land,2.41,49395,Agricultural Term Loan
Sugarcane,Belagavi,Black cotton soil land,4.48,56938,Farm Mechanization Loan
Sugarcane,Belagavi,Irrigated,2.2,50873,Farm Mechanization Loan
Sugarcane,Belagavi,Irrigated,2.39,48372,Irrigation Loan
Sugarcane,Belagavi,Black cotton soil land,5.07,47032,Irrigation Loan
Sugarcane,Belagavi,Irrigated,3.31,53165,Farm Mechanization Loan
Sugarcane,Belagavi,Irrigated,4.67,57492,Farm Mechanization Loan
Sugarcane,Belagavi,Irrigated,3.25,55034,Farm Mechanization Loan
Sugarcane,Belagavi,Irrigated,2.38,51345,Agricultural Term Loan
Sugarcane,Belagavi,Irrigated,3.24,45413,Agricultural Term Loan
Sugarcane,Belagavi,Black cotton soil land,2.63,51154,Irrigation Loan
Sugarcane,Belagavi,Black cotton soil land,3.77,46440,Irrigation Loan
Sugarcane,Belagavi,Black cotton soil land,5.1,51457,Agricultural Term Loan
Sugarcane,Belagavi,Irrigated,4.58,53918,Farm Mechanization Loan
Sugarcane,Belagavi,Black cotton soil land,2.83,53101,Agricultural Term Loan
Sugarcane,Belagavi,Black cotton soil land,5.35,58991,Agricultural Term Loan
Sugarcane,Belagavi,Irrigated,2.38,51345,Agricultural Term Loan
Sugarcane,Belagavi,Black cotton soil land,4.41,59335,Agricultural Term Loan
Sugarcane,Belagavi,Black cotton soil land,2.48,57764,Agricultural Term Loan
Sugarcane,Belagavi,Black cotton soil land,2.75,56032,Agricultural Term Loan
Sugarcane,Belagavi,Irrigated,2.55,47847,Agricultural Term Loan
Sugarcane,Belagavi,Black cotton soil land,5.79,58769,Farm Mechanization Loan
Sugarcane,Belagavi,Irrigated,5.19,58058,Irrigation Loan
Sugarcane,Belagavi,Irrigated,4.67,57492,Farm Mechanization Loan
Sugarcane,Belagavi,Black cotton soil land,4.35,46077,Agricultural Term Loan
Sugarcane,Belagavi,Black cotton soil land,4.6,58496,Irrigation Loan
Sugarcane,Belagavi,Irrigated,3.75,57184,Agricultural Term Loan
Sugarcane,Belagavi,Black cotton soil land,2.72,59119,Irrigation Loan
Sugarcane,Belagavi,Black cotton soil land,5.79,46626,Farm Mechanization Loan
Sugarcane,Belagavi,Irrigated,2.8,51982,Irrigation Loan
Sugarcane,Belagavi,Irrigated,2.2,50873,Farm Mechanization Loan
Sugarcane,Belagavi,Black cotton soil land,3.61,50205,Agricultural Term Loan
Sugarcane,Belagavi,Irrigated,5.38,50567,Agricultural Term Loan
Sugarcane,Belagavi,Black cotton soil land,3.87,45324,Farm Mechanization Loan
Sugarcane,Belagavi,Black cotton soil land,2.72,59119,Irrigation Loan
Sugarcane,Belagavi,Irrigated,3.31,53165,Farm Mechanization Loan
Sugarcane,Belagavi,Irrigated,4.27,51649,Agricultural Term Loan
Sugarcane,Belagavi,Irrigated,3.05,55239,Farm Mechanization Loan
Sugarcane,Belagavi,Irrigated,5.69,47217,Agricultural Term Loan
Sugarcane,Belagavi,Black cotton soil land,3.36,50794,Agricultural Term Loan
Sugarcane,Belagavi,Black cotton soil land,3.68,52947,Farm Mechanization Loan
Sugarcane,Belagavi,Black cotton soil land,4.69,48170,Irrigation Loan
Sugarcane,Belagavi,Black cotton soil land,4.18,54012,Irrigation Loan
Sugarcane,Belagavi,Irrigated,5.69,47217,Agricultural Term Loan
Sugarcane,Belagavi,Black cotton soil land,4.8,56722,Agricultural Term Loan
Sugarcane,Belagavi,Black cotton soil land,4.36,50797,Agricultural Term Loan
Sugarcane,Belagavi,Black cotton soil land,3.36,50794,Agricultural Term Loan
Sugarcane,Belagavi,Irrigated,3.75,57184,Agricultural Term Loan
Sugarcane,Belagavi,Black cotton soil land,4.48,56938,Farm Mechanization Loan
Sugarcane,Belagavi,Irrigated,3.74,52750,Agricultural Term Loan
Sugarcane,Belagavi,Black cotton soil land,3.77,55469,Irrigation Loan
Sugarcane,Belagavi,Black cotton soil land,3.51,54879,Agricultural Term Loan
Sugarcane,Belagavi,Black cotton soil land,3.98,45630,Agricultural Term Loan
Sugarcane,Belagavi,Black cotton soil land,2.48,57764,Agricultural Term Loan
Sugarcane,Belagavi,Black cotton soil land,2.71,51982,Agricultural Term Loan
Sugarcane,Belagavi,Irrigated,4.6,49760,Agricultural Term Loan
Sugarcane,Belagavi,Black cotton soil land,4.85,51158,Farm Mechanization Loan
Sugarcane,Belagavi,Black cotton soil land,5.37,58761,Farm Mechanization Loan
Sugarcane,Belagavi,Irrigated,4.3,51777,Agricultural Term Loan
Sugarcane,Belagavi,Irrigated,5.93,53958,Agricultural Term Loan
Sugarcane,Belagavi,Irrigated,4.0,47748,Farm Mechanization Loan
Sugarcane,Belagavi,Irrigated,4.81,59375,Irrigation Loan
Sugarcane,Belagavi,Irrigated,4.3,51777,Agricultural Term Loan
Sugarcane,Belagavi,Black cotton soil land,2.63,45513,Farm Mechanization Loan
Sugarcane,Belagavi,Irrigated,4.6,49760,Agricultural Term Loan
Sugarcane,Belagavi,Black cotton soil land,3.68,52947,Farm Mechanization Loan
Sugarcane,Belagavi,Irrigated,2.8,51982,Irrigation Loan
Sugarcane,Belagavi,Black cotton soil land,5.79,58769,Farm Mechanization Loan
Sugarcane,Belagavi,Black cotton soil land,5.06,52124,Agricultural Term Loan
Sugarcane,Belagavi,Black cotton soil land,5.35,58991,Agricultural Term Loan
Sugarcane,Belagavi,Irrigated,3.09,55973,Agricultural Term Loan
Sugarcane,Belagavi,Irrigated,3.44,56441,Agricultural Term Loan
Sugarcane,Belagavi,Black cotton soil land,2.63,51154,Irrigation Loan
Sugarcane,Belagavi,Black cotton soil land,3.77,55469,Irrigation Loan
Sugarcane,Belagavi,Irrigated,5.69,47217,Agricultural Term Loan
Sugarcane,Belagavi,Irrigated,4.58,53918,Farm Mechanization Loan
Sugarcane,Belagavi,Irrigated,2.58,47777,Farm Mechanization Loan
Sugarcane,Belagavi,Black cotton soil land,4.67,45294,Farm Mechanization Loan
Sugarcane,Belagavi,Irrigated,2.38,51345,Agricultural Term Loan
Sugarcane,Belagavi,Irrigated,4.67,57492,Farm Mechanization Loan
Sugarcane,Belagavi,Black cotton soil land,3.6,59874,Farm Mechanization Loan
Sugarcane,Belagavi,Irrigated,4.3,51777,Agricultural Term Loan
Sugarcane,Belagavi,Irrigated,3.67,56126,Irrigation Loan
Sugarcane,Belagavi,Irrigated,3.64,45206,Farm Mechanization Loan
Sugarcane,Belagavi,Black cotton soil land,2.83,53101,Agricultural Term Loan
Sugarcane,Belagavi,Black cotton soil land,3.36,54438,Irrigation Loan
Sugarcane,Belagavi,Black cotton soil land,3.87,45324,Farm Mechanization Loan
Sugarcane,Belagavi,Irrigated,3.0,54707,Agricultural Term Loan
Sugarcane,Belagavi,Black cotton soil land,4.18,54012,Irrigation Loan
Sugarcane,Belagavi,Black cotton soil land,4.8,56722,Agricultural Term Loan
Sugarcane,Belagavi,Black cotton soil land,5.35,58991,Agricultural Term Loan
Sugarcane,Belagavi,Irrigated,2.73,51397,Farm Mechanization Loan
Sugarcane,Belagavi,Irrigated,5.54,47850,Farm Mechanization Loan
Sugarcane,Belagavi,Black cotton soil land,4.7,57557,Agricultural Term Loan
Sugarcane,Belagavi,Black cotton soil land,4.57,47529,Irrigation Loan
Sugarcane,Belagavi,Irrigated,5.93,53958,Agricultural Term Loan
Sugarcane,Belagavi,Irrigated,3.31,53165,Farm Mechanization Loan
Sugarcane,Belagavi,Black cotton soil land,4.18,54012,Irrigation Loan
Sugarcane,Belagavi,Black cotton soil land,5.24,56932,Farm Mechanization Loan
Sugarcane,Belagavi,Irrigated,5.54,47850,Farm Mechanization Loan
Sugarcane,Belagavi,Irrigated,2.73,51397,Farm Mechanization Loan
Sugarcane,Belagavi,Black cotton soil land,3.72,46209,Farm Mechanization Loan
Sugarcane,Belagavi,Irrigated,4.16,46000,Agricultural Term Loan
Sugarcane,Belagavi,Irrigated,5.0,57801,Farm Mechanization Loan
Sugarcane,Belagavi,Black cotton soil land,4.7,57557,Agricultural Term Loan
Sugarcane,Belagavi,Black cotton soil land,3.03,53219,Agricultural Term Loan
Sugarcane,Belagavi,Black cotton soil land,3.87,45324,Farm Mechanization Loan
Sugarcane,Belagavi,Black cotton soil land,4.67,45294,Farm Mechanization Loan
Sugarcane,Belagavi,Black cotton soil land,4.41,59335,Agricultural Term Loan
Sugarcane,Belagavi,Irrigated,4.3,51777,Agricultural Term Loan
Groundnut,Bengaluru Rural,Dryland,2.93,28693,Organic Farming Loan
Groundnut,Bengaluru Rural,Black cotton soil land,4.74,33243,Organic Farming Loan
Groundnut,Bengaluru Rural,Black cotton soil land,4.05,22516,Organic Farming Loan
Groundnut,Bengaluru Rural,Dryland,2.78,31553,Organic Farming Loan
Groundnut,Bengaluru Rural,Black cotton soil land,2.75,30588,Organic Farming Loan
Groundnut,Bengaluru Rural,Black cotton soil land,4.81,20187,Organic Farming Loan
Groundnut,Bengaluru Rural,Dryland,2.7,31079,Crop Loan
Groundnut,Bengaluru Rural,Dryland,4.57,26953,Organic Farming Loan
Groundnut,Bengaluru Rural,Black cotton soil land,3.95,31656,Crop Loan
Groundnut,Bengaluru Rural,Dryland,2.31,24091,Organic Farming Loan
Groundnut,Bengaluru Rural,Black cotton soil land,2.95,30226,Organic Farming Loan
Groundnut,Bengaluru Rural,Dryland,3.91,32581,Organic Farming Loan
Groundnut,Bengaluru Rural,Black cotton soil land,2.27,28537,Crop Loan
Groundnut,Bengaluru Rural,Black cotton soil land,3.7,32329,Crop Loan
Groundnut,Bengaluru Rural,Black cotton soil land,4.71,33950,Organic Farming Loan
Groundnut,Bengaluru Rural,Black cotton soil land,2.89,30756,Organic Farming Loan
Groundnut,Bengaluru Rural,Black cotton soil land,4.36,27500,Crop Loan
Groundnut,Bengaluru Rural,Dryland,4.91,34815,Organic Farming Loan
Groundnut,Bengaluru Rural,Black cotton soil land,4.99,20897,Organic Farming Loan
Groundnut,Bengaluru Rural,Dryland,3.9,33139,Crop Loan
Groundnut,Bengaluru Rural,Dryland,3.53,21117,Crop Loan
Groundnut,Bengaluru Rural,Dryland,3.75,26596,Crop Loan
Groundnut,Bengaluru Rural,Black cotton soil land,3.3,29847,Crop Loan
Groundnut,Bengaluru Rural,Dryland,2.12,25379,Crop Loan
Groundnut,Bengaluru Rural,Black cotton soil land,2.56,24045,Organic Farming Loan
Groundnut,Bengaluru Rural,Black cotton soil land,4.49,29960,Organic Farming Loan
Groundnut,Bengaluru Rural,Dryland,4.05,25156,Crop Loan
Groundnut,Bengaluru Rural,Dryland,3.37,31107,Organic Farming Loan
Groundnut,Bengaluru Rural,Dryland,4.6,21074,Organic Farming Loan
Groundnut,Bengaluru Rural,Dryland,4.18,20897,Crop Loan
Groundnut,Bengaluru Rural,Dryland,3.5,34613,Crop Loan
Groundnut,Bengaluru Rural,Dryland,2.54,28401,Crop Loan
Groundnut,Bengaluru Rural,Black cotton soil land,3.02,31134,Organic Farming Loan
Groundnut,Bengaluru Rural,Dryland,3.52,34828,Organic Farming Loan
Groundnut,Bengaluru Rural,Dryland,2.93,31918,Crop Loan
Groundnut,Bengaluru Rural,Dryland,2.18,23639,Organic Farming Loan
Groundnut,Bengaluru Rural,Black cotton soil land,3.68,25973,Organic Farming Loan
Groundnut,Bengaluru Rural,Black cotton soil land,2.45,29214,Crop Loan
Groundnut,Bengaluru Rural,Black cotton soil land,2.02,24984,Crop Loan
Groundnut,Bengaluru Rural,Dryland,2.27,29304,Crop Loan
Groundnut,Bengaluru Rural,Dryland,2.5,27383,Crop Loan
Groundnut,Bengaluru Rural,Black cotton soil land,2.54,25135,Crop Loan
Groundnut,Bengaluru Rural,Dryland,3.85,27455,Crop Loan
Groundnut,Bengaluru Rural,Black cotton soil land,2.62,20483,Crop Loan
Groundnut,Bengaluru Rural,Black cotton soil land,4.4,21000,Organic Farming Loan
Groundnut,Bengaluru Rural,Black cotton soil land,3.9,34695,Organic Farming Loan
Groundnut,Bengaluru Rural,Dryland,2.16,20639,Crop Loan
Groundnut,Bengaluru Rural,Black cotton soil land,4.86,26046,Crop Loan
Groundnut,Bengaluru Rural,Black cotton soil land,4.33,29730,Crop Loan
Groundnut,Bengaluru Rural,Black cotton soil land,2.4,27866,Organic Farming Loan
Groundnut,Bengaluru Rural,Dryland,3.56,33255,Crop Loan
Groundnut,Bengaluru Rural,Black cotton soil land,4.94,20599,Organic Farming Loan
Groundnut,Bengaluru Rural,Dryland,3.05,20384,Organic Farming Loan
Groundnut,Bengaluru Rural,Dryland,4.57,26838,Crop Loan
Groundnut,Bengaluru Rural,Dryland,2.65,33045,Crop Loan
Groundnut,Bengaluru Rural,Black cotton soil land,2.78,21140,Organic Farming Loan
Groundnut,Bengaluru Rural,Black cotton soil land,3.83,28323,Crop Loan
Groundnut,Bengaluru Rural,Dryland,4.85,30437,Crop Loan
Groundnut,Bengaluru Rural,Dryland,3.75,24663,Crop Loan
Groundnut,Bengaluru Rural,Dryland,2.29,20950,Crop Loan
Groundnut,Bengaluru Rural,Dryland,3.64,25095,Organic Farming Loan
Groundnut,Bengaluru Rural,Dryland,3.16,28665,Crop Loan
Groundnut,Bengaluru Rural,Black cotton soil land,3.21,34601,Organic Farming Loan
Groundnut,Bengaluru Rural,Black cotton soil land,3.97,25347,Organic Farming Loan
Groundnut,Bengaluru Rural,Black cotton soil land,3.45,24243,Organic Farming Loan
Groundnut,Bengaluru Rural,Dryland,2.66,27429,Organic Farming Loan
Groundnut,Bengaluru Rural,Black cotton soil land,4.85,27728,Organic Farming Loan
Groundnut,Bengaluru Rural,Dryland,3.75,24500,Organic Farming Loan
Groundnut,Bengaluru Rural,Black cotton soil land,2.52,21205,Crop Loan
Groundnut,Bengaluru Rural,Dryland,4.58,25488,Crop Loan
Groundnut,Bengaluru Rural,Dryland,2.42,24760,Organic Farming Loan
Groundnut,Bengaluru Rural,Black cotton soil land,4.46,20049,Organic Farming Loan
Groundnut,Bengaluru Rural,Black cotton soil land,2.22,34692,Crop Loan
Groundnut,Bengaluru Rural,Black cotton soil land,3.52,30312,Crop Loan
Groundnut,Bengaluru Rural,Black cotton soil land,4.56,22774,Crop Loan
Groundnut,Bengaluru Rural,Dryland,2.27,27091,Organic Farming Loan
Groundnut,Bengaluru Rural,Black cotton soil land,4.68,28456,Crop Loan
Groundnut,Bengaluru Rural,Black cotton soil land,2.6,26341,Organic Farming Loan
Groundnut,Bengaluru Rural,Black cotton soil land,4.1,33899,Crop Loan
Groundnut,Bengaluru Rural,Dryland,3.06,31074,Organic Farming Loan
Groundnut,Bengaluru Rural,Dryland,2.9,33894,Organic Farming Loan
Groundnut,Bengaluru Rural,Dryland,4.91,31591,Organic Farming Loan
Groundnut,Bengaluru Rural,Dryland,3.49,25013,Organic Farming Loan
Groundnut,Bengaluru Rural,Black cotton soil land,3.46,28457,Organic Farming Loan
Groundnut,Bengaluru Rural,Dryland,3.36,21662,Crop Loan
Groundnut,Bengaluru Rural,Dryland,4.68,30887,Organic Farming Loan
Groundnut,Bengaluru Rural,Dryland,4.35,26586,Crop Loan
Groundnut,Bengaluru Rural,Dryland,3.26,20592,Organic Farming Loan
Groundnut,Bengaluru Rural,Dryland,2.68,33632,Crop Loan
Groundnut,Bengaluru Rural,Black cotton soil land,3.6,32325,Crop Loan
Groundnut,Bengaluru Rural,Black cotton soil land,2.85,21735,Organic Farming Loan
Groundnut,Bengaluru Rural,Dryland,2.97,22758,Organic Farming Loan
Groundnut,Bengaluru Rural,Black cotton soil land,2.7,32770,Organic Farming Loan
Groundnut,Bengaluru Rural,Dryland,4.46,27490,Crop Loan
Groundnut,Bengaluru Rural,Black cotton soil land,3.56,32959,Organic Farming Loan
Groundnut,Bengaluru Rural,Dryland,2.35,20796,Organic Farming Loan
Groundnut,Bengaluru Rural,Black cotton soil land,2.71,20325,Organic Farming Loan
Groundnut,Bengaluru Rural,Black cotton soil land,3.95,24246,Organic Farming Loan
Groundnut,Bengaluru Rural,Dryland,2.6,32881,Organic Farming Loan
Groundnut,Bengaluru Rural,Black cotton soil land,2.43,23180,Crop Loan
Groundnut,Bengaluru Rural,Black cotton soil land,2.73,23944,Crop Loan
Groundnut,Bengaluru Rural,Black cotton soil land,3.25,30178,Crop Loan
Groundnut,Bengaluru Rural,Dryland,4.34,27631,Organic Farming Loan
Groundnut,Bengaluru Rural,Dryland,4.1,30036,Crop Loan
Groundnut,Bengaluru Rural,Dryland,4.9,32160,Organic Farming Loan
Groundnut,Bengaluru Rural,Dryland,4.45,34107,Organic Farming Loan
Groundnut,Bengaluru Rural,Dryland,4.73,26394,Organic Farming Loan
Groundnut,Bengaluru Rural,Black cotton soil land,2.92,27721,Crop Loan
Groundnut,Bengaluru Rural,Dryland,2.79,21695,Organic Farming Loan
Groundnut,Bengaluru Rural,Black cotton soil land,2.86,30454,Crop Loan
Groundnut,Bengaluru Rural,Dryland,4.7,20068,Organic Farming Loan
Groundnut,Bengaluru Rural,Black cotton soil land,4.93,22622,Crop Loan
Groundnut,Bengaluru Rural,Black cotton soil land,2.5,29348,Crop Loan
Groundnut,Bengaluru Rural,Dryland,4.5,30124,Organic Farming Loan
Groundnut,Bengaluru Rural,Black cotton soil land,3.52,20600,Crop Loan
Groundnut,Bengaluru Rural,Dryland,3.27,21875,Crop Loan
Groundnut,Bengaluru Rural,Black cotton soil land,3.69,32335,Organic Farming Loan
Groundnut,Bengaluru Rural,Dryland,3.73,33991,Organic Farming Loan
Groundnut,Bengaluru Rural,Dryland,2.24,23174,Crop Loan
Groundnut,Bengaluru Rural,Black cotton soil land,3.39,23292,Organic Farming Loan
Groundnut,Bengaluru Rural,Dryland,2.01,20484,Organic Farming Loan
Groundnut,Bengaluru Rural,Dryland,4.94,32757,Organic Farming Loan
Groundnut,Bengaluru Rural,Dryland,3.88,30084,Crop Loan
Groundnut,Bengaluru Rural,Black cotton soil land,4.83,22327,Organic Farming Loan
Groundnut,Bengaluru Rural,Black cotton soil land,4.58,29229,Organic Farming Loan
Groundnut,Bengaluru Rural,Black cotton soil land,2.68,27373,Organic Farming Loan
Groundnut,Bengaluru Rural,Black cotton soil land,2.24,31003,Crop Loan
Groundnut,Bengaluru Rural,Dryland,4.77,23650,Organic Farming Loan
Groundnut,Bengaluru Rural,Black cotton soil land,3.63,34388,Crop Loan
Groundnut,Bengaluru Rural,Black cotton soil land,2.04,31683,Crop Loan
Groundnut,Bengaluru Rural,Black cotton soil land,3.55,28597,Organic Farming Loan
Groundnut,Bengaluru Rural,Dryland,2.84,31484,Crop Loan
Groundnut,Bengaluru Rural,Dryland,4.19,31697,Crop Loan
Groundnut,Bengaluru Rural,Dryland,2.08,33073,Crop Loan
Groundnut,Bengaluru Rural,Dryland,2.53,22241,Organic Farming Loan
Groundnut,Bengaluru Rural,Dryland,3.69,28375,Organic Farming Loan
Groundnut,Bengaluru Rural,Black cotton soil land,3.53,32181,Crop Loan
Groundnut,Bengaluru Rural,Black cotton soil land,4.63,31354,Organic Farming Loan
Groundnut,Bengaluru Rural,Black cotton soil land,2.77,28698,Crop Loan
Groundnut,Bengaluru Rural,Black cotton soil land,2.66,34797,Crop Loan
Groundnut,Bengaluru Rural,Black cotton soil land,2.34,21538,Organic Farming Loan
