CropType,Location,LandType,LandSize,Income,LoanName
Cotton,Haveri,Black cotton soil land,3.88,44384,Kisan Credit Card
Cotton,Ballari,Black cotton soil land,4.03,38507,Pest Management Loan
Sugarcane,Mysuru,Black cotton soil land,4.99,51803,Agricultural Term Loan
Groundnut,Bengaluru Rural,Black cotton soil land,4.32,22220,Organic Farming Loan
Cotton,Dharwad,Black cotton soil land,4.63,41596,Pest Management Loan
Mango,Ramanagara,Black cotton soil land,2.65,38287,Horticulture Loan
Groundnut,Chikkaballapur,Black cotton soil land,2.94,34003,Organic Farming Loan
Cotton,Ballari,Black cotton soil land,3.76,44989,Pest Management Loan
Cotton,Dharwad,Black cotton soil land,4.63,31826,Kisan Credit Card
Cotton,Gadag,Black cotton soil land,4.8,32596,Crop Loan
Cotton,Ballari,Black cotton soil land,3.31,43687,Pest Management Loan
Coffee,Hassan,Black cotton soil land,1.2,69898,Plantation Development Loan
Coffee,Kodagu,Black cotton soil land,1.07,74958,NABARD Loan
Cotton,Dharwad,Black cotton soil land,4.03,38708,Pest Management Loan
Cotton,Ballari,Black cotton soil land,4.24,38790,Kisan Credit Card
Cotton,Ballari,Black cotton soil land,4.39,37485,Pest Management Loan
Groundnut,Chikkaballapur,Black cotton soil land,4.91,31717,Crop Loan
Groundnut,Bengaluru Rural,Black cotton soil land,2.68,28097,Organic Farming Loan
Cotton,Haveri,Black cotton soil land,2.4,32613,Pest Management Loan
Coffee,Kodagu,Black cotton soil land,1.35,83921,Plantation Development Loan
Cotton,Ballari,Black cotton soil land,3.43,39643,Kisan Credit Card
Sugarcane,Mandya,Black cotton soil land,5.06,47806,Irrigation Loan
Sugarcane,Mandya,Black cotton soil land,3.93,56392,Agricultural Term Loan
Cotton,Dharwad,Black cotton soil land,3.99,33380,Pest Management Loan
Coffee,Kodagu,Black cotton soil land,1.84,66726,Plantation Development Loan
Sugarcane,Bagalkot,Black cotton soil land,3.43,58229,Agricultural Term Loan
Mango,Kolar,Black cotton soil land,3.12,40875,Organic Farming Loan
Cotton,Gadag,Black cotton soil land,4.86,35519,Crop Loan
Cotton,Haveri,Black cotton soil land,4.64,42192,Kisan Credit Card
Cotton,Ballari,Black cotton soil land,3.49,44205,Crop Loan
Mango,Chikkaballapur,Black cotton soil land,1.98,55400,Organic Farming Loan
Cotton,Dharwad,Black cotton soil land,2.13,37928,Kisan Credit Card
Sugarcane,Belagavi,Black cotton soil land,3.6,49361,Farm Mechanization Loan
Cotton,Haveri,Black cotton soil land,2.78,34654,Pest Management Loan
Cotton,Haveri,Black cotton soil land,4.44,39829,Pest Management Loan
Cotton,Gadag,Black cotton soil land,3.13,41203,Pest Management Loan
Mango,Kolar,Black cotton soil land,2.53,50188,Horticulture Loan
Coffee,Chikkamagaluru,Black cotton soil land,1.14,72697,NABARD Loan
Groundnut,Chikkaballapur,Black cotton soil land,4.08,24172,Organic Farming Loan
Cotton,Ballari,Black cotton soil land,3.92,39587,Crop Loan
Cotton,Gadag,Black cotton soil land,2.93,32587,Kisan Credit Card
Groundnut,Bengaluru Rural,Black cotton soil land,3.05,33557,Crop Loan
Sugarcane,Mysuru,Black cotton soil land,3.12,49331,Farm Mechanization Loan
Mango,Chikkaballapur,Black cotton soil land,3.44,52543,Organic Farming Loan
Cotton,Haveri,Black cotton soil land,2.78,34654,Pest Management Loan
Mango,Ramanagara,Black cotton soil land,2.73,42242,Horticulture Loan
Cotton,Dharwad,Black cotton soil land,4.17,33516,Pest Management Loan
Mango,Kolar,Black cotton soil land,1.18,50666,Organic Farming Loan
Coffee,Kodagu,Black cotton soil land,1.7,86928,Plantation Development Loan
Sugarcane,Mandya,Black cotton soil land,3.37,55225,Farm Mechanization Loan
Cotton,Ballari,Black cotton soil land,4.67,44898,Pest Management Loan
Cotton,Dharwad,Black cotton soil land,4.53,35363,Kisan Credit Card
Sugarcane,Mandya,Black cotton soil land,3.22,47948,Farm Mechanization Loan
Cotton,Dharwad,Black cotton soil land,3.99,33380,Pest Management Loan
Cotton,Gadag,Black cotton soil land,3.05,42855,Pest Management Loan
Mango,Chikkaballapur,Black cotton soil land,2.54,57921,Organic Farming Loan
Sugarcane,Belagavi,Black cotton soil land,4.34,53921,Farm Mechanization Loan
Cotton,Gadag,Black cotton soil land,4.99,39253,Pest Management Loan
Cotton,Dharwad,Black cotton soil land,4.62,31178,Crop Loan
Sugarcane,Belagavi,Black cotton soil land,5.85,51973,Farm Mechanization Loan
Mango,Ramanagara,Black cotton soil land,1.88,41992,Horticulture Loan
Sugarcane,Mysuru,Black cotton soil land,4.54,45544,Farm Mechanization Loan
Cotton,Gadag,Black cotton soil land,3.13,43285,Pest Management Loan
Cotton,Gadag,Black cotton soil land,2.63,34255,Pest Management Loan
Mango,Chikkaballapur,Black cotton soil land,2.97,50410,Organic Farming Loan
Cotton,Haveri,Black cotton soil land,2.04,33598,Pest Management Loan
Groundnut,Chikkaballapur,Black cotton soil land,4.22,24201,Crop Loan
Cotton,Dharwad,Black cotton soil land,4.46,41328,Pest Management Loan
Cotton,Gadag,Black cotton soil land,4.23,32490,Kisan Credit Card
Mango,Kolar,Black cotton soil land,2.21,48485,Organic Farming Loan
Cotton,Haveri,Black cotton soil land,2.69,39654,Pest Management Loan
Coffee,Chikkamagaluru,Black cotton soil land,1.14,72697,NABARD Loan
Coffee,Hassan,Black cotton soil land,0.57,76897,Plantation Development Loan
Sugarcane,Bagalkot,Black cotton soil land,3.39,57278,Irrigation Loan
Cotton,Dharwad,Black cotton soil land,3.11,44779,Kisan Credit Card
Coffee,Kodagu,Black cotton soil land,1.37,64225,Plantation Development Loan
Groundnut,Chikkaballapur,Black cotton soil land,4.72,27463,Organic Farming Loan
Groundnut,Chikkaballapur,Black cotton soil land,4.39,34195,Crop Loan
Mango,Kolar,Black cotton soil land,1.46,56119,Horticulture Loan
Cotton,Ballari,Black cotton soil land,2.24,39390,Crop Loan
Cotton,Gadag,Black cotton soil land,2.24,38070,Kisan Credit Card
Sugarcane,Belagavi,Black cotton soil land,2.61,56247,Irrigation Loan
Coffee,Kodagu,Black cotton soil land,1.32,61208,Plantation Development Loan
Mango,Chikkaballapur,Black cotton soil land,1.35,38049,Horticulture Loan
Coffee,Kodagu,Black cotton soil land,1.54,62205,Plantation Development Loan
Sugarcane,Belagavi,Black cotton soil land,2.95,48781,Irrigation Loan
Coffee,Kodagu,Black cotton soil land,0.87,62041,Horticulture Loan
Coffee,Kodagu,Black cotton soil land,0.52,78684,NABARD Loan
Cotton,Ballari,Black cotton soil land,4.79,35385,Crop Loan
Mango,Chikkaballapur,Black cotton soil land,2.75,53697,Horticulture Loan
Coffee,Kodagu,Black cotton soil land,1.32,61208,Plantation Development Loan
Mango,Ramanagara,Black cotton soil land,1.86,59640,Horticulture Loan
Cotton,Dharwad,Black cotton soil land,4.8,39247,Pest Management Loan
Coffee,Kodagu,Black cotton soil land,1.2,65375,NABARD Loan
Mango,Kolar,Black cotton soil land,2.61,59236,Organic Farming Loan
Cotton,Haveri,Black cotton soil land,3.92,33318,Pest Management Loan
Cotton,Dharwad,Black cotton soil land,4.33,42893,Crop Loan
Groundnut,Tumakuru,Black cotton soil land,3.11,20735,Crop Loan
Groundnut,Tumakuru,Black cotton soil land,3.99,27477,Crop Loan
Sugarcane,Bagalkot,Black cotton soil land,5.55,48353,Agricultural Term Loan
Mango,Kolar,Black cotton soil land,3.75,57679,Horticulture Loan
Cotton,Gadag,Black cotton soil land,2.93,32587,Kisan Credit Card
Sugarcane,Mysuru,Black cotton soil land,2.68,45626,Farm Mechanization Loan
Coffee,Chikkamagaluru,Black cotton soil land,1.08,65310,Plantation Development Loan
Sugarcane,Belagavi,Black cotton soil land,4.15,52139,Agricultural Term Loan
Mango,Chikkaballapur,Black cotton soil land,2.1,47117,Horticulture Loan
Sugarcane,Mysuru,Black cotton soil land,2.72,54044,Agricultural Term Loan
Sugarcane,Belagavi,Black cotton soil land,4.93,46715,Agricultural Term Loan
Cotton,Haveri,Black cotton soil land,3.0,33693,Kisan Credit Card
Cotton,Haveri,Black cotton soil land,3.97,34723,Pest Management Loan
Sugarcane,Mysuru,Black cotton soil land,3.26,52281,Agricultural Term Loan
Coffee,Kodagu,Black cotton soil land,1.9,74857,Horticulture Loan
Cotton,Haveri,Black cotton soil land,3.43,32410,Kisan Credit Card
Mango,Kolar,Black cotton soil land,1.24,45924,Horticulture Loan
Cotton,Gadag,Black cotton soil land,4.49,31080,Kisan Credit Card
Sugarcane,Belagavi,Black cotton soil land,2.37,57538,Agricultural Term Loan
Sugarcane,Mysuru,Black cotton soil land,3.48,53675,Agricultural Term Loan
Coffee,Hassan,Black cotton soil land,0.63,82372,NABARD Loan
Sugarcane,Belagavi,Black cotton soil land,2.8,55065,Farm Mechanization Loan
Cotton,Ballari,Black cotton soil land,4.06,33154,Kisan Credit Card
Cotton,Gadag,Black cotton soil land,4.43,38198,Pest Management Loan
Sugarcane,Mandya,Black cotton soil land,5.17,59007,Irrigation Loan
Coffee,Kodagu,Black cotton soil land,0.83,84204,NABARD Loan
Cotton,Ballari,Black cotton soil land,4.06,40576,Pest Management Loan
Mango,Chikkaballapur,Black cotton soil land,1.27,59952,Organic Farming Loan
Coffee,Chikkamagaluru,Black cotton soil land,1.21,87064,NABARD Loan
Cotton,Haveri,Black cotton soil land,4.27,33511,Kisan Credit Card
Groundnut,Bengaluru Rural,Black cotton soil land,2.59,34223,Crop Loan
Sugarcane,Mysuru,Black cotton soil land,3.1,47978,Irrigation Loan
Sugarcane,Bagalkot,Black cotton soil land,3.09,46874,Farm Mechanization Loan
Groundnut,Bengaluru Rural,Black cotton soil land,3.29,30055,Crop Loan
Mango,Chikkaballapur,Black cotton soil land,3.08,51260,Horticulture Loan
Cotton,Haveri,Black cotton soil land,2.04,33598,Pest Management Loan
Cotton,Haveri,Black cotton soil land,4.81,38448,Pest Management Loan
Cotton,Ballari,Black cotton soil land,4.07,42677,Kisan Credit Card
Cotton,Haveri,Black cotton soil land,2.46,35702,Pest Management Loan
Coffee,Hassan,Black cotton soil land,1.29,68950,Plantation Development Loan
Sugarcane,Mandya,Black cotton soil land,3.31,47873,Irrigation Loan
Cotton,Ballari,Black cotton soil land,4.65,41924,Crop Loan
Cotton,Haveri,Black cotton soil land,3.17,35623,Pest Management Loan
Cotton,Ballari,Black cotton soil land,3.76,44989,Pest Management Loan
Cotton,Dharwad,Black cotton soil land,2.07,37419,Pest Management Loan
Cotton,Dharwad,Black cotton soil land,3.11,38810,Pest Management Loan
Coffee,Chikkamagaluru,Black cotton soil land,1.97,76540,Plantation Development Loan
Coffee,Hassan,Black cotton soil land,0.86,71497,Plantation Development Loan
Sugarcane,Belagavi,Black cotton soil land,3.76,52640,Agricultural Term Loan
Mango,Chikkaballapur,Black cotton soil land,1.82,53680,Organic Farming Loan
Sugarcane,Bagalkot,Black cotton soil land,5.57,52710,Farm Mechanization Loan
Cotton,Ballari,Black cotton soil land,4.67,44898,Pest Management Loan
Cotton,Gadag,Black cotton soil land,3.13,43285,Pest Management Loan
Sugarcane,Mysuru,Black cotton soil land,3.79,56031,Agricultural Term Loan
Cotton,Ballari,Black cotton soil land,4.94,34381,Pest Management Loan
Groundnut,Bengaluru Rural,Black cotton soil land,4.79,20669,Crop Loan
Sugarcane,Bagalkot,Black cotton soil land,2.23,47823,Agricultural Term Loan
Coffee,Chikkamagaluru,Black cotton soil land,1.04,88057,Plantation Development Loan
Groundnut,Chikkaballapur,Black cotton soil land,4.76,29070,Organic Farming Loan
Sugarcane,Mandya,Black cotton soil land,2.07,52979,Agricultural Term Loan
Cotton,Ballari,Black cotton soil land,4.4,37134,Pest Management Loan
Sugarcane,Belagavi,Black cotton soil land,3.56,49177,Agricultural Term Loan
Cotton,Haveri,Black cotton soil land,4.64,42192,Kisan Credit Card
Sugarcane,Bagalkot,Black cotton soil land,5.36,51097,Irrigation Loan
Coffee,Hassan,Black cotton soil land,1.76,78458,NABARD Loan
Cotton,Gadag,Black cotton soil land,2.93,32587,Kisan Credit Card
Cotton,Haveri,Black cotton soil land,4.63,39376,Pest Management Loan
Cotton,Ballari,Black cotton soil land,2.53,35885,Pest Management Loan
Cotton,Haveri,Black cotton soil land,4.97,35993,Pest Management Loan
Sugarcane,Mysuru,Black cotton soil land,4.83,47483,Farm Mechanization Loan
Groundnut,Chikkaballapur,Black cotton soil land,2.15,34517,Organic Farming Loan
Coffee,Kodagu,Black cotton soil land,0.93,87475,NABARD Loan
Groundnut,Bengaluru Rural,Black cotton soil land,4.97,23407,Crop Loan
Sugarcane,Mysuru,Black cotton soil land,4.34,58424,Farm Mechanization Loan
Coffee,Kodagu,Black cotton soil land,0.64,76649,Plantation Development Loan
Mango,Kolar,Black cotton soil land,3.02,58733,Horticulture Loan
Mango,Ramanagara,Black cotton soil land,3.3,37037,Horticulture Loan
Cotton,Haveri,Black cotton soil land,2.85,34344,Pest Management Loan
Sugarcane,Mandya,Black cotton soil land,5.55,55331,Agricultural Term Loan
Groundnut,Bengaluru Rural,Black cotton soil land,4.17,20916,Organic Farming Loan
Cotton,Gadag,Black cotton soil land,4.57,33074,Pest Management Loan
Cotton,Gadag,Black cotton soil land,4.99,39253,Pest Management Loan
Cotton,Haveri,Black cotton soil land,2.85,34344,Pest Management Loan
Coffee,Hassan,Black cotton soil land,0.69,88174,Plantation Development Loan
Coffee,Kodagu,Black cotton soil land,0.73,82183,NABARD Loan
Sugarcane,Mandya,Black cotton soil land,5.82,49144,Irrigation Loan
Sugarcane,Mysuru,Black cotton soil land,2.8,47352,Agricultural Term Loan
Coffee,Kodagu,Black cotton soil land,0.63,66726,Plantation Development Loan
Coffee,Chikkamagaluru,Black cotton soil land,1.25,63653,Horticulture Loan
Cotton,Gadag,Black cotton soil land,4.57,33074,Pest Management Loan
Sugarcane,Mysuru,Black cotton soil land,3.82,45611,Agricultural Term Loan
Cotton,Haveri,Black cotton soil land,3.69,33839,Pest Management Loan
Mango,Ramanagara,Black cotton soil land,1.66,52254,Horticulture Loan
Coffee,Kodagu,Black cotton soil land,1.05,87717,Plantation Development Loan
Groundnut,Bengaluru Rural,Black cotton soil land,2.75,21852,Organic Farming Loan
Coffee,Hassan,Black cotton soil land,1.72,73721,NABARD Loan
Sugarcane,Mandya,Black cotton soil land,3.23,45824,Agricultural Term Loan
Groundnut,Bengaluru Rural,Black cotton soil land,3.61,26487,Organic Farming Loan
Cotton,Dharwad,Black cotton soil land,2.58,38696,Pest Management Loan
Coffee,Hassan,Black cotton soil land,0.68,62428,Plantation Development Loan
Sugarcane,Mysuru,Black cotton soil land,2.36,50665,Irrigation Loan
Cotton,Ballari,Black cotton soil land,3.33,38123,Kisan Credit Card
Sugarcane,Bagalkot,Black cotton soil land,3.99,55864,Farm Mechanization Loan
Sugarcane,Mandya,Black cotton soil land,3.54,59381,Agricultural Term Loan
Cotton,Gadag,Black cotton soil land,3.38,31240,Crop Loan
Coffee,Kodagu,Black cotton soil land,0.79,63322,Horticulture Loan
Cotton,Ballari,Black cotton soil land,4.94,34381,Pest Management Loan
Sugarcane,Mandya,Black cotton soil land,3.37,55225,Farm Mechanization Loan
Coffee,Kodagu,Black cotton soil land,1.89,74324,NABARD Loan
Sugarcane,Belagavi,Black cotton soil land,4.65,50899,Farm Mechanization Loan
Coffee,Kodagu,Black cotton soil land,0.56,66969,Horticulture Loan
Cotton,Gadag,Black cotton soil land,3.21,33331,Kisan Credit Card
Groundnut,Chikkaballapur,Black cotton soil land,2.74,20171,Organic Farming Loan
Cotton,Gadag,Black cotton soil land,2.07,36453,Crop Loan
Sugarcane,Belagavi,Black cotton soil land,4.89,49716,Irrigation Loan
Groundnut,Bengaluru Rural,Black cotton soil land,2.21,24580,Crop Loan
Sugarcane,Belagavi,Black cotton soil land,3.82,49471,Agricultural Term Loan
Cotton,Ballari,Black cotton soil land,4.2,42045,Kisan Credit Card
Sugarcane,Mandya,Black cotton soil land,5.55,55331,Agricultural Term Loan
Cotton,Gadag,Black cotton soil land,4.38,36064,Kisan Credit Card
Groundnut,Tumakuru,Black cotton soil land,4.23,29714,Organic Farming Loan
Groundnut,Chikkaballapur,Black cotton soil land,3.5,26335,Crop Loan
Sugarcane,Bagalkot,Black cotton soil land,5.8,49529,Irrigation Loan
Cotton,Gadag,Black cotton soil land,3.18,40673,Kisan Credit Card
Cotton,Dharwad,Black cotton soil land,4.63,31826,Kisan Credit Card
Sugarcane,Bagalkot,Black cotton soil land,5.39,58011,Agricultural Term Loan
Cotton,Ballari,Black cotton soil land,2.55,40221,Kisan Credit Card
Cotton,Haveri,Black cotton soil land,3.17,35623,Pest Management Loan
Cotton,Ballari,Black cotton soil land,2.67,44903,Kisan Credit Card
Cotton,Ballari,Black cotton soil land,4.22,41775,Pest Management Loan
Cotton,Dharwad,Black cotton soil land,4.03,38708,Pest Management Loan
Sugarcane,Mandya,Black cotton soil land,3.56,53009,Agricultural Term Loan
Coffee,Kodagu,Black cotton soil land,0.97,89138,Plantation Development Loan
Cotton,Gadag,Black cotton soil land,3.15,39072,Pest Management Loan
Coffee,Kodagu,Black cotton soil land,1.41,63971,Horticulture Loan
Coffee,Hassan,Black cotton soil land,1.57,73598,NABARD Loan
Cotton,Dharwad,Black cotton soil land,4.93,32077,Kisan Credit Card
Cotton,Haveri,Black cotton soil land,4.19,44266,Pest Management Loan
Mango,Ramanagara,Black cotton soil land,1.34,53104,Horticulture Loan
Groundnut,Tumakuru,Black cotton soil land,4.4,25733,Organic Farming Loan
Coffee,Chikkamagaluru,Black cotton soil land,1.16,65282,Plantation Development Loan
Coffee,Kodagu,Black cotton soil land,0.63,66726,Plantation Development Loan
Mango,Ramanagara,Black cotton soil land,2.04,58739,Horticulture Loan
Mango,Chikkaballapur,Black cotton soil land,2.39,52595,Horticulture Loan
Cotton,Ballari,Black cotton soil land,2.35,40772,Pest Management Loan
Cotton,Dharwad,Black cotton soil land,2.75,33831,Pest Management Loan
Cotton,Gadag,Black cotton soil land,3.66,34573,Kisan Credit Card
Cotton,Gadag,Black cotton soil land,3.17,31034,Kisan Credit Card
Cotton,Haveri,Black cotton soil land,4.63,39376,Pest Management Loan
Mango,Ramanagara,Black cotton soil land,3.23,53122,Horticulture Loan
Sugarcane,Belagavi,Black cotton soil land,2.78,54895,Agricultural Term Loan
Mango,Kolar,Black cotton soil land,1.83,43579,Organic Farming Loan
Cotton,Ballari,Black cotton soil land,4.06,40576,Pest Management Loan
Cotton,Haveri,Black cotton soil land,4.97,35993,Pest Management Loan
Mango,Chikkaballapur,Black cotton soil land,3.95,43091,Horticulture Loan
Mango,Ramanagara,Black cotton soil land,1.24,42049,Organic Farming Loan
Mango,Ramanagara,Black cotton soil land,2.54,58662,Organic Farming Loan
Cotton,Dharwad,Black cotton soil land,2.72,42347,Kisan Credit Card
Cotton,Haveri,Black cotton soil land,2.01,31044,Pest Management Loan
Cotton,Ballari,Black cotton soil land,3.85,36642,Pest Management Loan
Groundnut,Bengaluru Rural,Black cotton soil land,2.71,22807,Crop Loan
Cotton,Haveri,Black cotton soil land,3.69,33839,Pest Management Loan
Cotton,Ballari,Black cotton soil land,4.67,44898,Pest Management Loan
Cotton,Ballari,Black cotton soil land,4.67,44898,Pest Management Loan
Sugarcane,Mandya,Black cotton soil land,2.71,49958,Farm Mechanization Loan
Coffee,Kodagu,Black cotton soil land,0.54,77825,Plantation Development Loan
Coffee,Chikkamagaluru,Black cotton soil land,1.43,85107,Plantation Development Loan
Sugarcane,Belagavi,Black cotton soil land,2.79,47734,Irrigation Loan
Sugarcane,Mandya,Black cotton soil land,5.79,52442,Irrigation Loan
Cotton,Ballari,Black cotton soil land,2.41,37071,Kisan Credit Card
